ts_us,channel,len,rssi,mac_hash,eapol,head
58076687,1,250,-67,8cbb08cc76c4731b,0,80000000ffffffffffffb2823d9fb1dc
58094662,1,210,-67,98240d6dced69540,0,80000000ffffffffffffb2823d9fb1dd
58113224,1,246,-86,073f5c892f09b077,0,80000000ffffffffffff32823d9fc367
58130586,1,106,-75,e8c5cf156aff9e47,0,884a300054f15f92554cf2823d9fb944
58148650,1,106,-75,e8c5cf156aff9e47,0,884a300054f15f92554cf2823d9fb944
58166522,1,106,-75,e8c5cf156aff9e47,0,884a3c0054f15f92554cf2823d9fb944
58184492,1,106,-75,e8c5cf156aff9e47,0,884a300054f15f92554cf2823d9fb944
58202456,1,106,-75,e8c5cf156aff9e47,0,884a300054f15f92554cf2823d9fb944
58220424,1,106,-75,e8c5cf156aff9e47,0,884a300054f15f92554cf2823d9fb944
58238388,1,106,-75,e8c5cf156aff9e47,0,884a300054f15f92554cf2823d9fb944
58256359,1,210,-76,a8da6782170c335b,0,80000000fffffffffffff2823d9fb942
58274323,1,246,-77,aea7d1ab30ae1e9d,0,80000000fffffffffffff2823d9fb943
58292752,1,246,-67,ec0737fa706cfca5,0,80000000ffffffffffffb2823d9fb1d0
58310254,1,250,-66,8cbb08cc76c4731b,0,80000000ffffffffffffb2823d9fb1dc
58328225,1,210,-66,98240d6dced69540,0,80000000ffffffffffffb2823d9fb1dd
58346190,1,210,-85,8c6255171cd63f97,0,80000000ffffffffffff32823d9fc366
58364163,1,210,-78,a8da6782170c335b,0,80000000fffffffffffff2823d9fb942
58382123,1,246,-77,aea7d1ab30ae1e9d,0,80000000fffffffffffff2823d9fb943
58400094,1,250,-76,e8c5cf156aff9e47,0,80000000fffffffffffff2823d9fb944
58418057,1,106,-75,e8c5cf156aff9e47,0,884a300054f15f925571f2823d9fb944
58436045,1,87,-54,26c234442d1070b5,0,40000000ffffffffffffb6487c673564
58453817,1,204,-66,98240d6dced69540,0,50003a01b6487c673564b2823d9fb1dd
58472200,1,168,-80,a5a63a75df1bab11,0,40000000ffffffffffff32d98177c434
58489750,1,204,-76,a8da6782170c335b,0,50003a0132d98177c434f2823d9fb942
58507728,1,204,-67,98240d6dced69540,0,50003a0132d98177c434b2823d9fb1dd
58525686,1,204,-67,98240d6dced69540,0,50083a0132d98177c434b2823d9fb1dd
58543654,1,204,-66,98240d6dced69540,0,50083a0132d98177c434b2823d9fb1dd
58561619,1,246,-77,aea7d1ab30ae1e9d,0,80000000fffffffffffff2823d9fb943
58579590,1,250,-77,e8c5cf156aff9e47,0,80000000fffffffffffff2823d9fb944
58597554,1,204,-66,98240d6dced69540,0,50083a0132d98177c434b2823d9fb1dd
58615524,1,168,-82,a5a63a75df1bab11,0,40000000ffffffffffff32d98177c434
58633488,1,204,-85,8c6255171cd63f97,0,50003a0132d98177c43432823d9fc366
58652562,1,204,-67,98240d6dced69540,0,50083a016aa5b1a2febbb2823d9fb1dd
58669421,1,204,-66,98240d6dced69540,0,50083a016aa5b1a2febbb2823d9fb1dd
58687390,1,204,-67,98240d6dced69540,0,50083a016aa5b1a2febbb2823d9fb1dd
58705357,1,246,-67,ec0737fa706cfca5,0,80000000ffffffffffffb2823d9fb1d0
58723322,1,250,-67,8cbb08cc76c4731b,0,80000000ffffffffffffb2823d9fb1dc
58741290,1,210,-67,98240d6dced69540,0,80000000ffffffffffffb2823d9fb1dd
58759259,1,204,-67,98240d6dced69540,0,50083a016aa5b1a2febbb2823d9fb1dd
58777226,1,204,-67,98240d6dced69540,0,50083a016aa5b1a2febbb2823d9fb1dd
58795190,1,599,-70,98240d6dced69540,0,08020000ffffffffffffb2823d9fb1dd
58813158,1,611,-70,98240d6dced69540,0,0802000001005e7ffffbb2823d9fb1dd
58831539,6,333,-87,19c70e0c47e23ef5,0,d0000000ffffffffffff76dd4882ddfd
58849091,6,329,-39,896d30eddee7e066,0,d0000000ffffffffffff226c2dc1c0ee
58867059,6,329,-32,febc07890657a98b,0,d0000000ffffffffffffe649742af571
58885027,6,210,-77,6a9bd343d01f977c,0,80000000fffffffffffff2823d9fc3f2
58902995,6,246,-77,0783e62878fc71a6,0,80000000fffffffffffff2823d9fc3f3
58920961,6,250,-77,6e8fb524b5e043bc,0,80000000fffffffffffff2823d9fc3f4
58938927,6,246,-79,fde3139aa6701fdc,0,80000000ffffffffffffd2823d9fb901
58956896,6,250,-79,e6ea4c9008b6f5b3,0,80000000ffffffffffffd2823d9fb902
58974863,6,210,-47,f2699bba2ba23cf1,0,80000000ffffffffffff32823d9fb346
58992829,6,246,-46,76e24379c30bf675,0,80000000ffffffffffff32823d9fb347
59058771,6,329,-31,febc07890657a98b,0,d0000000ffffffffffffe649742af571
59076331,6,210,-77,6a9bd343d01f977c,0,80000000fffffffffffff2823d9fc3f2
59094300,6,246,-77,0783e62878fc71a6,0,80000000fffffffffffff2823d9fc3f3
59112265,6,250,-77,6e8fb524b5e043bc,0,80000000fffffffffffff2823d9fc3f4
59130236,6,104,-83,6a9bd343d01f977c,0,0802000001005e0000fbf2823d9fc3f2
59148199,6,210,-79,f5006ef86f722813,0,80000000ffffffffffffd2823d9fb900
